index;venda chave;data venda;data chave;estado;regiao;cliente;segmento;cliente chave;id produto;produto ;preco;custo;desconto;quantidade;total venda
8342;2023-141481;06/12/2023;20230612;BA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;300; 5.759,98 
8343;2022-132549;11/26/2022;20221126;CE;Nordeste;33. Café & Prosa;Café & Bistrô;1032;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 1.207,25 
8344;2020-155544;3/21/2020;20200321;PR;Sul;50. Bistrô das Delícias;Café & Bistrô;1045;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;300; 1.207,25 
8345;2020-155544;3/21/2020;20200321;PR;Sul;50. Bistrô das Delícias;Café & Bistrô;1045;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;400; 4.406,85 
8346;2020-155544;3/21/2020;20200321;PR;Sul;50. Bistrô das Delícias;Café & Bistrô;1045;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;700; 7.711,99 
8347;2021-115238;4/30/2021;20210430;MG;Sudeste;41. Café & Companhia;Café & Bistrô;1073;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;600; 6.610,28 
8348;2021-115238;4/30/2021;20210430;MG;Sudeste;41. Café & Companhia;Café & Bistrô;1073;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;300; 3.502,83 
8349;2021-115238;4/30/2021;20210430;MG;Sudeste;41. Café & Companhia;Café & Bistrô;1073;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;300; 3.502,83 
8350;2021-115238;4/30/2021;20210430;MG;Sudeste;41. Café & Companhia;Café & Bistrô;1073;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;300; 3.502,83 
8351;2021-115238;4/30/2021;20210430;MG;Sudeste;41. Café & Companhia;Café & Bistrô;1073;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 9.228,44 
8352;2023-132199;05/04/2023;20230504;CE;Nordeste;4. Indústria do Sabor;Indústria;1065;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;300; 3.305,14 
8353;2023-132199;05/04/2023;20230504;CE;Nordeste;4. Indústria do Sabor;Indústria;1065;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;700; 8.173,26 
8354;2023-132199;05/04/2023;20230504;CE;Nordeste;4. Indústria do Sabor;Indústria;1065;Q-P2;Quiche P2; 4,79 ; 3,21 ;4%;700; 8.173,26 
8355;2023-132199;05/04/2023;20230504;CE;Nordeste;4. Indústria do Sabor;Indústria;1065;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;200; 4.614,22 
8356;2023-132199;05/04/2023;20230504;CE;Nordeste;4. Indústria do Sabor;Indústria;1065;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;800; 4.154,61 
8357;2022-163174;8/27/2022;20220827;RS;Sul;6. Sabor & Arte;Restaurante;1078;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;400; 7.679,97 
8358;2020-110555;04/11/2020;20200411;CE;Nordeste;17. Sabor do Campo;Restaurante;1070;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 804,83 
8359;2020-110555;04/11/2020;20200411;CE;Nordeste;17. Sabor do Campo;Restaurante;1070;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;200; 804,83 
8360;2020-110555;04/11/2020;20200411;CE;Nordeste;17. Sabor do Campo;Restaurante;1070;M-P;Mel P; 4,02 ; 2,70 ;0%;200; 1.038,65 
8361;2023-147207;01/03/2023;20230103;PE;Nordeste;9. Chef’s Haven;Restaurante;1088;P-P;Panetone P; 8,03 ; 5,38 ;2%;200; 1.038,65 
8362;2023-147207;01/03/2023;20230103;PE;Nordeste;9. Chef’s Haven;Restaurante;1088;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;8%;500; 4.140,96 
8363;2023-147207;01/03/2023;20230103;PE;Nordeste;9. Chef’s Haven;Restaurante;1088;Q-P2;Quiche P2; 4,79 ; 3,21 ;3%;800; 9.340,87 
8364;2023-147207;01/03/2023;20230103;PE;Nordeste;9. Chef’s Haven;Restaurante;1088;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;800; 9.340,87 
8365;2023-137631;4/29/2023;20230429;CE;Nordeste;60. Café do Horizonte;Café & Bistrô;1016;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;800; 9.340,87 
8366;2023-157273;1/31/2023;20230131;BA;Nordeste;48. Bistrô do Campo;Café & Bistrô;1082;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;100; 1.919,99 
8367;2020-109918;09/07/2020;20200907;BA;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-M;Quiche M; 11,68 ; 7,82 ;0%;900; 10.508,48 
8368;2020-109918;09/07/2020;20200907;BA;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-M;Quiche M; 11,68 ; 7,82 ;0%;1300; 10.496,50 
8369;2020-109918;09/07/2020;20200907;BA;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;200; 1.038,65 
8370;2022-118745;06/12/2022;20220612;BA;Nordeste;27. Sabores do Mediterrâneo;Restaurante;1099;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;700; 8.173,26 
8371;2022-163972;10/18/2022;20221018;BA;Nordeste;54. Bistrô do Bosque;Café & Bistrô;1023;Q-G1;Quiche G1; 23,07 ; 15,46 ;2%;700; 8.173,26 
8372;2020-165393;12/27/2020;20201227;PE;Nordeste;33. Café & Prosa;Café & Bistrô;1032;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;700; 8.173,26 
8373;2022-113726;11/25/2022;20221125;BA;Nordeste;80. Café do Caminho;Café & Bistrô;1047;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;400; 4.406,85 
8374;2022-152940;11/11/2022;20221111;BA;Nordeste;15. Cozinha da Vovó;Restaurante;1068;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;500; 2.596,63 
8375;2021-158701;01/05/2021;20210105;BA;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;500; 2.596,63 
8376;2021-158701;01/05/2021;20210105;BA;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;900; 4.312,58 
8377;2023-156272;3/22/2023;20230322;CE;Nordeste;7. Mesa dos Sabores;Restaurante;1003;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;2%;300; 5.759,98 
8378;2021-162964;11/12/2021;20211112;PE;Nordeste;63. Bistrô das Montanhas;Café & Bistrô;1035;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;300; 3.678,37 
8379;2021-162964;11/12/2021;20211112;PE;Nordeste;63. Bistrô das Montanhas;Café & Bistrô;1035;Q-M;Quiche M; 11,68 ; 7,82 ;2%;300; 3.678,37 
8380;2021-162964;11/12/2021;20211112;PE;Nordeste;63. Bistrô das Montanhas;Café & Bistrô;1035;G-G1;Galupe G1; 12,26 ; 8,22 ;2%;400; 1.609,66 
8381;2020-103527;09/09/2020;20200909;MS;Centro-Oeste;64. Café do Porto;Café & Bistrô;1022;Q-M;Quiche M; 11,68 ; 7,82 ;2%;100; 402,42 
8382;2022-134544;3/18/2022;20220318;BA;Nordeste;50. Bistrô das Delícias;Café & Bistrô;1045;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;300; 1.207,25 
8383;2022-163048;02/08/2022;20220208;PE;Nordeste;31. Café Aconchego;Café & Bistrô;1067;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;300; 1.207,25 
8384;2022-145135;11/27/2022;20221127;PR;Sul;42. Bistrô das Estações;Café & Bistrô;1048;M-P;Mel P; 4,02 ; 2,70 ;0%;300; 1.207,25 
8385;2022-145135;11/27/2022;20221127;PR;Sul;42. Bistrô das Estações;Café & Bistrô;1048;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 1.207,25 
8386;2023-137582;09/05/2023;20230905;BA;Nordeste;6. Sabor & Arte;Restaurante;1078;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;300; 1.207,25 
8387;2021-149601;5/28/2021;20210528;PR;Sul;66. Café do Bosque;Café & Bistrô;1019;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;300; 1.207,25 
8388;2021-149601;5/28/2021;20210528;PR;Sul;66. Café do Bosque;Café & Bistrô;1019;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;900; 4.673,93 
8389;2020-139423;11/01/2020;20201101;GO;Centro-Oeste;75. Bistrô das Dunas;Café & Bistrô;1063;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;300; 5.759,98 
8390;2022-102596;12/28/2022;20221228;GO;Centro-Oeste;46. Bistrô do Porto;Café & Bistrô;1057;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;1400; 5.633,82 
8391;2023-153227;12/05/2023;20231205;BA;Nordeste;24. Sabor & Tradição;Restaurante;1076;Q-M;Quiche M; 11,68 ; 7,82 ;0%;100; 1.919,99 
8392;2023-110625;12/24/2023;20231224;PR;Sul;25. Gourmet & Cia;Restaurante;1087;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;600; 11.519,96 
8393;2022-142594;12/02/2022;20221202;MG;Sudeste;8. Cantinho Gourmet;Restaurante;1009;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;500; 2.012,08 
8394;2022-142594;12/02/2022;20221202;MG;Sudeste;8. Cantinho Gourmet;Restaurante;1009;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 3.839,99 
8395;2022-142594;12/02/2022;20221202;MG;Sudeste;8. Cantinho Gourmet;Restaurante;1009;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;300; 3.678,37 
8396;2022-142594;12/02/2022;20221202;MG;Sudeste;8. Cantinho Gourmet;Restaurante;1009;Q-P2;Quiche P2; 4,79 ; 3,21 ;3%;300; 3.678,37 
8397;2020-152254;6/30/2020;20200630;RS;Sul;78. Café do Silêncio;Café & Bistrô;1015;Q-M;Quiche M; 11,68 ; 7,82 ;2%;300; 6.176,12 
8398;2020-120236;09/03/2020;20200903;PE;Nordeste;46. Bistrô do Porto;Café & Bistrô;1057;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;200; 804,83 
8399;2023-120061;11/03/2023;20231103;GO;Centro-Oeste;65. Bistrô das Ondas;Café & Bistrô;1036;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;300; 6.176,12 
8400;2021-133837;4/13/2021;20210413;GO;Centro-Oeste;5. Confeitaria Estrela;Indústria;1007;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;500; 2.012,08 
8401;2021-110814;12/05/2021;20211205;PA;Nordeste;56. Café do Tempo;Café & Bistrô;1010;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;700; 3.635,28 
8402;2021-110814;12/05/2021;20211205;PA;Nordeste;56. Café do Tempo;Café & Bistrô;1010;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;1%;200; 804,83 
8403;2021-110814;12/05/2021;20211205;PA;Nordeste;56. Café do Tempo;Café & Bistrô;1010;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 958,35 
8404;2022-154067;02/01/2022;20220201;BA;Nordeste;23. Cantina da Nonna;Restaurante;1028;Q-M;Quiche M; 11,68 ; 7,82 ;0%;700; 3.354,23 
8405;2023-140480;07/09/2023;20230709;MG;Sudeste;59. Bistrô das Cores;Café & Bistrô;1090;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;600; 11.519,96 
8406;2023-140480;07/09/2023;20230709;MG;Sudeste;59. Bistrô das Cores;Café & Bistrô;1090;M-P;Mel P; 4,02 ; 2,70 ;0%;200; 958,35 
8407;2023-140480;07/09/2023;20230709;MG;Sudeste;59. Bistrô das Cores;Café & Bistrô;1090;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;300; 5.759,98 
8408;2023-140480;07/09/2023;20230709;MG;Sudeste;59. Bistrô das Cores;Café & Bistrô;1090;P-P;Panetone P; 8,03 ; 5,38 ;0%;300; 5.759,98 
8409;2023-140480;07/09/2023;20230709;MG;Sudeste;59. Bistrô das Cores;Café & Bistrô;1090;P-P;Panetone P; 8,03 ; 5,38 ;0%;200; 1.038,65 
8410;2021-134082;12/11/2021;20211211;BA;Nordeste;96. Café do Vento Norte;Eventos;1066;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;200; 1.038,65 
8411;2022-130820;11/16/2022;20221116;RS;Sul;23. Cantina da Nonna;Restaurante;1028;Q-P2;Quiche P2; 4,79 ; 3,21 ;4%;200; 1.038,65 
8412;2022-159765;05/10/2022;20220510;CE;Nordeste;5. Confeitaria Estrela;Indústria;1007;P-P;Panetone P; 8,03 ; 5,38 ;0%;200; 1.038,65 
8413;2023-132290;03/11/2023;20230311;PE;Nordeste;21. Fogão de Lenha;Restaurante;1089;Q-P2;Quiche P2; 4,79 ; 3,21 ;3%;700; 2.816,91 
8414;2022-147109;12/18/2022;20221218;PE;Nordeste;46. Bistrô do Porto;Café & Bistrô;1057;Q-M;Quiche M; 11,68 ; 7,82 ;2%;700; 2.816,91 
8415;2022-147109;12/18/2022;20221218;PE;Nordeste;46. Bistrô do Porto;Café & Bistrô;1057;M-P;Mel P; 4,02 ; 2,70 ;2%;400; 3.229,69 
8416;2023-107265;04/07/2023;20230407;CE;Nordeste;67. Bistrô das Estrelas;Café & Bistrô;1013;Q-M;Quiche M; 11,68 ; 7,82 ;0%;200; 958,35 
8417;2023-118199;05/10/2023;20230510;BA;Nordeste;33. Café & Prosa;Café & Bistrô;1032;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;200; 958,35 
8418;2023-118199;05/10/2023;20230510;BA;Nordeste;33. Café & Prosa;Café & Bistrô;1032;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 958,35 
8419;2023-118199;05/10/2023;20230510;BA;Nordeste;33. Café & Prosa;Café & Bistrô;1032;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 958,35 
8420;2023-118199;05/10/2023;20230510;BA;Nordeste;33. Café & Prosa;Café & Bistrô;1032;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;400; 3.312,77 
8421;2023-118199;05/10/2023;20230510;BA;Nordeste;33. Café & Prosa;Café & Bistrô;1032;M-P;Mel P; 4,02 ; 2,70 ;0%;300; 3.505,14 
8422;2023-150091;10/13/2023;20231013;GO;Centro-Oeste;44. Bistrô da Vila;Café & Bistrô;1052;M-P;Mel P; 4,02 ; 2,70 ;0%;400; 4.904,50 
8423;2023-150091;10/13/2023;20231013;GO;Centro-Oeste;44. Bistrô da Vila;Café & Bistrô;1052;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;0%;600; 3.115,96 
8424;2023-150091;10/13/2023;20231013;GO;Centro-Oeste;44. Bistrô da Vila;Café & Bistrô;1052;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;300; 2.422,27 
8425;2023-150091;10/13/2023;20231013;GO;Centro-Oeste;44. Bistrô da Vila;Café & Bistrô;1052;Q-G1;Quiche G1; 23,07 ; 15,46 ;0%;200; 1.038,65 
8426;2022-137652;8/29/2022;20220829;GO;Centro-Oeste;43. Café do Mercado;Café & Bistrô;1081;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;600; 2.414,49 
8427;2021-128356;10/02/2021;20211002;SC;Sul;9. Chef’s Haven;Restaurante;1088;Q-M;Quiche M; 11,68 ; 7,82 ;2%;800; 8.813,71 
8428;2023-167017;11/24/2023;20231124;GO;Centro-Oeste;43. Café do Mercado;Café & Bistrô;1081;Q-M;Quiche M; 11,68 ; 7,82 ;0%;800; 8.813,71 
8429;2023-132220;11/13/2023;20231113;GO;Centro-Oeste;8. Cantinho Gourmet;Restaurante;1009;M-P;Mel P; 4,02 ; 2,70 ;2%;300; 1.207,25 
8430;2022-118129;12/20/2022;20221220;CE;Nordeste;86. Café do Jardim;Café & Bistrô;1096;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;300; 1.207,25 
8431;2020-113124;3/30/2020;20200330;CE;Nordeste;37. Café da Manhã;Café & Bistrô;1030;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;400; 4.670,44 
8432;2023-155621;11/09/2023;20231109;MG;Sudeste;31. Café Aconchego;Café & Bistrô;1067;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;400; 4.670,44 
8433;2020-127635;9/14/2020;20200914;PE;Nordeste;53. Café & Harmonia;Café & Bistrô;1061;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;2%;400; 4.670,44 
8434;2020-127635;9/14/2020;20200914;PE;Nordeste;53. Café & Harmonia;Café & Bistrô;1061;Q-M;Quiche M; 11,68 ; 7,82 ;2%;200; 804,83 
8435;2020-127635;9/14/2020;20200914;PE;Nordeste;53. Café & Harmonia;Café & Bistrô;1061;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;6%;300; 6.176,12 
8436;2020-127635;9/14/2020;20200914;PE;Nordeste;53. Café & Harmonia;Café & Bistrô;1061;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;400; 4.670,44 
8437;2021-151470;9/20/2021;20210920;SC;Sul;41. Café & Companhia;Café & Bistrô;1073;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;400; 4.670,44 
8438;2021-112823;12/10/2021;20211210;GO;Centro-Oeste;42. Bistrô das Estações;Café & Bistrô;1048;M-P;Mel P; 4,02 ; 2,70 ;2%;400; 4.670,44 
8439;2020-108861;5/28/2020;20200528;BA;Nordeste;31. Café Aconchego;Café & Bistrô;1067;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;700; 2.816,91 
8440;2023-114370;3/15/2023;20230315;MS;Centro-Oeste;51. Café da Montanha;Café & Bistrô;1075;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;400; 4.406,85 
8441;2022-158302;12/09/2022;20221209;GO;Centro-Oeste;25. Gourmet & Cia;Restaurante;1087;Q-M;Quiche M; 11,68 ; 7,82 ;2%;700; 8.173,26 
8442;2023-145779;05/07/2023;20230507;GO;Centro-Oeste;4. Indústria do Sabor;Indústria;1065;Q-M;Quiche M; 11,68 ; 7,82 ;2%;1100; 12.843,70 
8443;2022-155173;03/07/2022;20220307;CE;Nordeste;25. Gourmet & Cia;Restaurante;1087;Q-P1;Quiche P1; 5,19 ; 3,48 ;4%;600; 4.844,54 
8444;2022-155173;03/07/2022;20220307;CE;Nordeste;25. Gourmet & Cia;Restaurante;1087;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;600; 11.519,96 
8445;2022-155173;03/07/2022;20220307;CE;Nordeste;25. Gourmet & Cia;Restaurante;1087;Q-P1;Quiche P1; 5,19 ; 3,48 ;4%;400; 3.229,69 
8446;2023-125451;10/24/2023;20231024;RS;Sul;46. Bistrô do Porto;Café & Bistrô;1057;Q-P2;Quiche P2; 4,79 ; 3,21 ;3%;200; 1.038,65 
8447;2023-125451;10/24/2023;20231024;RS;Sul;46. Bistrô do Porto;Café & Bistrô;1057;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 4.117,42 
8448;2023-125451;10/24/2023;20231024;RS;Sul;46. Bistrô do Porto;Café & Bistrô;1057;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;200; 4.117,42 
8449;2023-125451;10/24/2023;20231024;RS;Sul;46. Bistrô do Porto;Café & Bistrô;1057;Q-P2;Quiche P2; 4,79 ; 3,21 ;3%;200; 4.117,42 
8450;2023-125451;10/24/2023;20231024;RS;Sul;46. Bistrô do Porto;Café & Bistrô;1057;Q-M;Quiche M; 11,68 ; 7,82 ;0%;400; 3.229,69 
8451;2023-125451;10/24/2023;20231024;RS;Sul;46. Bistrô do Porto;Café & Bistrô;1057;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;1400; 7.270,56 
8452;2020-131387;4/28/2020;20200428;BA;Nordeste;65. Bistrô das Ondas;Café & Bistrô;1036;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;400; 3.229,69 
8453;2022-125087;4/19/2022;20220419;PE;Nordeste;47. Café da Esquina;Café & Bistrô;1072;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;300; 1.557,98 
8454;2022-125087;4/19/2022;20220419;PE;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;300; 1.557,98 
8455;2022-125087;4/19/2022;20220419;PE;Nordeste;47. Café da Esquina;Café & Bistrô;1072;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;6%;700; 3.635,28 
8456;2022-154081;5/23/2022;20220523;BA;Nordeste;55. Café da Alma;Café & Bistrô;1005;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;800; 9.340,87 
8457;2023-118556;5/29/2023;20230529;MS;Centro-Oeste;18. Delícias da Terra;Restaurante;1086;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;3%;700; 2.816,91 
8458;2023-118556;5/29/2023;20230529;MS;Centro-Oeste;18. Delícias da Terra;Restaurante;1086;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;200; 4.117,42 
8459;2020-126200;8/25/2020;20200825;PE;Nordeste;5. Confeitaria Estrela;Indústria;1007;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;700; 7.711,99 
8460;2020-126200;8/25/2020;20200825;PE;Nordeste;5. Confeitaria Estrela;Indústria;1007;Q-P2;Quiche P2; 4,79 ; 3,21 ;8%;400; 1.609,66 
8461;2020-146500;8/30/2020;20200830;PR;Sul;80. Café do Caminho;Café & Bistrô;1047;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;1400; 16.346,53 
8462;2020-146500;8/30/2020;20200830;PR;Sul;80. Café do Caminho;Café & Bistrô;1047;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;200; 3.839,99 
8463;2021-169537;09/03/2021;20210903;GO;Centro-Oeste;31. Café Aconchego;Café & Bistrô;1067;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;200; 3.839,99 
8464;2020-100881;3/28/2020;20200328;MS;Centro-Oeste;90. Café do Mel;Eventos;1083;Q-P1;Quiche P1; 5,19 ; 3,48 ;2%;400; 7.679,97 
8465;2021-144043;05/10/2021;20210510;SC;Sul;73. Bistrô das Colinas;Café & Bistrô;1051;M-P;Mel P; 4,02 ; 2,70 ;2%;700; 3.635,28 
8466;2021-116512;04/09/2021;20210409;PA;Nordeste;41. Café & Companhia;Café & Bistrô;1073;Q-G2;Quiche G2; 20,59 ; 13,79 ;0%;800; 9.340,87 
8467;2021-101000;04/09/2021;20210409;PR;Sul;16. Fogo & Lenha;Restaurante;1080;Q-Mini;Quiche Mini; 8,07 ; 5,41 ;0%;400; 4.673,52 
8468;2022-168557;9/20/2022;20220920;BA;Nordeste;11. Sabor do Mar;Restaurante;1026;Q-P2;Quiche P2; 4,79 ; 3,21 ;2%;900; 3.621,74 
8469;2022-164196;11/12/2022;20221112;RJ;Sudeste;16. Fogo & Lenha;Restaurante;1080;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 958,35 
8470;2023-132031;4/24/2023;20230424;PR;Sul;40. Bistrô da Lua;Café & Bistrô;1014;Q-G1;Quiche G1; 23,07 ; 15,46 ;2%;900; 18.528,37 
8471;2023-132031;4/24/2023;20230424;PR;Sul;40. Bistrô da Lua;Café & Bistrô;1014;M-P;Mel P; 4,02 ; 2,70 ;2%;300; 6.921,33 
8472;2023-132031;4/24/2023;20230424;PR;Sul;40. Bistrô da Lua;Café & Bistrô;1014;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;2%;200; 3.839,99 
8473;2023-132031;4/24/2023;20230424;PR;Sul;40. Bistrô da Lua;Café & Bistrô;1014;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;2%;1300; 5.231,40 
8474;2021-169733;10/22/2021;20211022;CE;Nordeste;47. Café da Esquina;Café & Bistrô;1072;Q-G2;Quiche G2; 20,59 ; 13,79 ;2%;300; 1.557,98 
8475;2023-169404;04/10/2023;20230410;CE;Nordeste;99. Bistrô das Estrelas Cadentes;Eventos;1012;Q-P2;Quiche P2; 4,79 ; 3,21 ;7%;700; 13.439,96 
8476;2023-169404;04/10/2023;20230410;CE;Nordeste;99. Bistrô das Estrelas Cadentes;Eventos;1012;Q-M;Quiche M; 11,68 ; 7,82 ;2%;400; 1.916,70 
8477;2023-134880;10/28/2023;20231028;GO;Centro-Oeste;49. Café & Sonhos;Café & Bistrô;1055;Q-M;Quiche M; 11,68 ; 7,82 ;2%;900; 7.266,80 
8478;2021-145758;10/30/2021;20211030;PA;Nordeste;67. Bistrô das Estrelas;Café & Bistrô;1013;G-G2;Galupe G2; 11,68 ; 7,83 ;0%;700; 5.651,96 
8479;2023-158736;12/19/2023;20231219;BA;Nordeste;81. Bistrô das Trilhas;Café & Bistrô;1056;P-P;Panetone P; 8,03 ; 5,38 ;0%;600; 7.005,65 
8480;2022-119270;3/13/2022;20220313;BA;Nordeste;16. Fogo & Lenha;Restaurante;1080;Q-M;Quiche M; 11,68 ; 7,82 ;0%;600; 7.005,65 
8481;2020-109890;7/21/2020;20200721;GO;Centro-Oeste;58. Café do Vento;Café & Bistrô;1060;Q-P1;Quiche P1; 5,19 ; 3,48 ;0%;1300; 6.229,29 
8482;2022-138583;5/25/2022;20220525;CE;Nordeste;34. Bistrô das Artes;Café & Bistrô;1008;P-P;Panetone P; 8,03 ; 5,38 ;2%;500; 5.838,04 
8483;2023-118535;02/12/2023;20230212;PA;Nordeste;8. Cantinho Gourmet;Restaurante;1009;P-P-Premium;Panetone P Premium; 19,20 ; 12,86 ;0%;500; 5.838,04 
8484;2022-126284;9/21/2022;20220921;GO;Centro-Oeste;33. Café & Prosa;Café & Bistrô;1032;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;500; 5.838,04 
8485;2023-142391;9/25/2023;20230925;BA;Nordeste;55. Café da Alma;Café & Bistrô;1005;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;600; 6.610,28 
8486;2023-124716;3/28/2023;20230328;BA;Nordeste;22. Sabores do Oriente;Restaurante;1100;Q-M;Quiche M; 11,68 ; 7,82 ;0%;600; 12.352,25 
8487;2023-124716;3/28/2023;20230328;BA;Nordeste;22. Sabores do Oriente;Restaurante;1100;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 1.557,98 
8488;2023-124716;3/28/2023;20230328;BA;Nordeste;22. Sabores do Oriente;Restaurante;1100;Q-M;Quiche M; 11,68 ; 7,82 ;0%;300; 1.557,98 
8489;2022-158841;02/02/2022;20220202;CE;Nordeste;50. Bistrô das Delícias;Café & Bistrô;1045;G-G2;Galupe G2; 11,68 ; 7,83 ;0%;500; 11.535,55 
8490;2022-158841;02/02/2022;20220202;CE;Nordeste;50. Bistrô das Delícias;Café & Bistrô;1045;Q-P2;Quiche P2; 4,79 ; 3,21 ;0%;200; 1.614,85 
8491;2022-158841;02/02/2022;20220202;CE;Nordeste;50. Bistrô das Delícias;Café & Bistrô;1045;BI-M;Bolo Inglês M; 11,02 ; 7,38 ;0%;900; 17.279,94 
8492;2023-106824;07/08/2023;20230708;BA;Nordeste;80. Café do Caminho;Café & Bistrô;1047;P-M-Premium;Panetone M Premium; 23,22 ; 15,56 ;0%;800; 8.813,71 
8493;2021-109190;10/23/2021;20211023;PE;Nordeste;85. Bistrô das Varandas;Café & Bistrô;1040;Q-M;Quiche M; 11,68 ; 7,82 ;2%;900; 4.312,58 
